order_id,order_datetime,day_of_week,hour_of_day,is_weekend,is_peak_hour,month,restaurant_id,restaurant_locality,cuisine_type,delivery_locality,distance_km,partner_id,vehicle_type,partner_experience_months,weather_condition,order_value_inr,estimated_prep_time_min,estimated_delivery_time_min,actual_delivery_time_min,estimated_delivery_datetime,actual_delivery_datetime,delay_minutes,is_delayed,delay_category,distance_bin,experience_bin,value_bin
ORD_000567,2024-11-15 20:16:00,Friday,20,False,True,11,REST_0012,Lower Parel,Beverages,Lower Parel,1.844448443,DEL_0259,Bicycle,43,Light rains,483.28,21,29,27,2024-11-15 20:45:00,2024-11-15 20:43:00,-2,False,On Time,0-3km,2+ years,₹400-600
ORD_000568,2024-02-06 01:02:00,Tuesday,1,False,False,2,REST_0037,Versova,Beverages,Bhayandar East,12.88,DEL_0249,Bike,15,Rainy,1361.32,17,61,64,2024-02-06 02:03:00,2024-02-06 02:06:00,3,True,Slightly Delayed,12+km,1-2 years,₹600+
ORD_000569,2024-01-01 18:04:00,Monday,18,False,False,1,REST_0022,Goregaon East,Desserts,Santacruz,13.74,DEL_0094,Bicycle,26,Light rains,1205.34,21,68,86,2024-01-01 19:12:00,2024-01-01 19:30:00,18,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_000570,2024-02-20 20:00:00,Tuesday,20,False,True,2,REST_0009,Marine lines,Asian,Colaba,9.9,DEL_0061,Scooty,13,Cloudy,838.8,16,50,58,2024-02-20 20:50:00,2024-02-20 20:58:00,8,True,Slightly Delayed,8-12km,1-2 years,₹600+
ORD_000571,2024-06-30 10:02:00,Sunday,10,True,False,6,REST_0050,Malad West,South indian,Borivali East,7.55,DEL_0057,Scooty,38,Clear,212.22,17,43,43,2024-06-30 10:45:00,2024-06-30 10:45:00,0,False,On Time,5-8km,2+ years,₹200-400
ORD_000572,2024-12-12 21:45:00,Thursday,21,False,True,12,REST_0135,Mulund West,Thai,Vikhroli,5.03,DEL_0165,Scooty,2,Heavy rains,934.72,16,34,83,2024-12-12 22:19:00,2024-12-12 23:08:00,49,True,Severely Delayed,5-8km,0-6 months,₹600+
ORD_000573,2024-11-25 12:17:00,Monday,12,False,True,11,REST_0113,Vile Parle West,Korean,kandivali East,7.99,DEL_0283,Scooty,3,Light rains,797.29,22,50,75,2024-11-25 13:07:00,2024-11-25 13:32:00,25,True,Severely Delayed,5-8km,0-6 months,₹600+
ORD_000574,2024-04-19 18:09:00,Friday,18,False,False,4,REST_0053,Andheri East,Italian,Bhayandar East,9.18,DEL_0080,Bike,56,Light rains,1392.13,29,62,58,2024-04-19 19:11:00,2024-04-19 19:07:00,-4,False,On Time,8-12km,2+ years,₹600+
ORD_000575,2024-01-17 15:00:00,Wednesday,15,False,False,1,REST_0052,Juhu,Thai,Matunga,10.18,DEL_0036,Bicycle,40,Cloudy,963.23,21,56,60,2024-01-17 15:56:00,2024-01-17 16:00:00,4,True,Slightly Delayed,8-12km,2+ years,₹600+
ORD_000576,2024-06-20 19:49:00,Thursday,19,False,True,6,REST_0102,Malad West,Street foodSea food,Goregaon West,6.64,DEL_0049,Bike,23,Light rains,217.19,23,47,66,2024-06-20 20:36:00,2024-06-20 20:55:00,19,True,Moderately Delayed,5-8km,1-2 years,₹200-400
ORD_000577,2024-06-19 08:56:00,Wednesday,8,False,False,6,REST_0116,Malad East,Beverages,Lower Parel,10.07,DEL_0116,Bicycle,50,Clear,1154.25,20,55,69,2024-06-19 09:51:00,2024-06-19 10:05:00,14,True,Moderately Delayed,8-12km,2+ years,₹600+
ORD_000578,2024-04-10 19:43:00,Wednesday,19,False,True,4,REST_0036,Vile Parle West,Beverages,Khar West,9.21,DEL_0166,Scooty,10,Cloudy,1134.17,26,58,63,2024-04-10 20:41:00,2024-04-10 20:46:00,5,True,Slightly Delayed,8-12km,6-12 months,₹600+
ORD_000579,2024-03-28 13:13:00,Thursday,13,False,True,3,REST_0090,Mulund West,Beverages,Malad West,4.38,DEL_0161,Bicycle,17,Cloudy,1110.08,22,38,46,2024-03-28 13:51:00,2024-03-28 13:59:00,8,True,Slightly Delayed,3-5km,1-2 years,₹600+
ORD_000580,2024-10-12 11:44:00,Saturday,11,True,False,10,REST_0091,Bandra West,Tibetan,Ghatkopar East,6.25,DEL_0067,Bike,41,Light rains,1095.54,15,37,38,2024-10-12 12:21:00,2024-10-12 12:22:00,1,True,Slightly Delayed,5-8km,2+ years,₹600+
ORD_000581,2024-04-16 12:13:00,Tuesday,12,False,True,4,REST_0091,Bandra West,Tibetan,Versova,8.8,DEL_0246,Bicycle,3,Cloudy,818.65,15,45,93,2024-04-16 12:58:00,2024-04-16 13:46:00,48,True,Severely Delayed,8-12km,0-6 months,₹600+
ORD_000582,2024-01-02 08:57:00,Tuesday,8,False,False,1,REST_0033,Worli,Italian,Ghatkopar West,14.44,DEL_0018,Bike,11,Cloudy,1109.26,21,70,60,2024-01-02 10:07:00,2024-01-02 09:57:00,-10,False,On Time,12+km,6-12 months,₹600+
ORD_000583,2024-01-16 11:03:00,Tuesday,11,False,False,1,REST_0143,Kurla West,Thai,Marine lines,13.8,DEL_0286,Scooty,1,Heavy rains,359.46,17,64,152,2024-01-16 12:07:00,2024-01-16 13:35:00,88,True,Severely Delayed,12+km,0-6 months,₹200-400
ORD_000584,2024-03-25 07:37:00,Monday,7,False,False,3,REST_0071,Ghatkopar East,Italian,Kurla East,8.9,DEL_0014,Bike,27,Cloudy,255.62,23,54,44,2024-03-25 08:31:00,2024-03-25 08:21:00,-10,False,On Time,8-12km,2+ years,₹200-400
ORD_000585,2024-12-20 21:17:00,Friday,21,False,True,12,REST_0009,Marine lines,Asian,Bandra West,7.86,DEL_0205,Bicycle,48,Cloudy,653.71,16,43,75,2024-12-20 22:00:00,2024-12-20 22:32:00,32,True,Severely Delayed,5-8km,2+ years,₹600+
ORD_000586,2024-05-03 20:02:00,Friday,20,False,True,5,REST_0042,Vile Parle West,Continental,Powai,11.88,DEL_0033,Scooty,22,Light rains,412.15,16,56,78,2024-05-03 20:58:00,2024-05-03 21:20:00,22,True,Severely Delayed,8-12km,1-2 years,₹400-600
ORD_000587,2024-09-03 20:25:00,Tuesday,20,False,True,9,REST_0003,Matunga,South indian,Kurla West,10.53,DEL_0079,Bike,23,Rainy,1176.0,21,57,73,2024-09-03 21:22:00,2024-09-03 21:38:00,16,True,Moderately Delayed,8-12km,1-2 years,₹600+
ORD_000588,2024-09-23 18:09:00,Monday,18,False,False,9,REST_0070,Goregaon East,Italian,Juhu,14.95,DEL_0028,Scooty,38,Rainy,624.16,19,70,70,2024-09-23 19:19:00,2024-09-23 19:19:00,0,False,On Time,12+km,2+ years,₹600+
ORD_000589,2024-09-24 13:21:00,Tuesday,13,False,True,9,REST_0052,Juhu,Thai,Lower Parel,12.55,DEL_0243,Bicycle,57,Clear,1159.61,21,64,103,2024-09-24 14:25:00,2024-09-24 15:04:00,39,True,Severely Delayed,12+km,2+ years,₹600+
ORD_000590,2024-09-09 13:05:00,Monday,13,False,True,9,REST_0075,Colaba,Fast food,Marine lines,14.49,DEL_0026,Bike,48,Rainy,207.61,15,64,86,2024-09-09 14:09:00,2024-09-09 14:31:00,22,True,Severely Delayed,12+km,2+ years,₹200-400
ORD_000591,2024-08-13 12:17:00,Tuesday,12,False,True,8,REST_0057,Mulund East,Street foodSea food,Andheri East,11.45,DEL_0140,Bicycle,53,Light rains,1139.86,16,55,90,2024-08-13 13:12:00,2024-08-13 13:47:00,35,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_000592,2024-06-30 10:32:00,Sunday,10,True,False,6,REST_0022,Goregaon East,Desserts,Dadar West,12.91,DEL_0035,Scooty,47,Heavy rains,1288.39,21,65,102,2024-06-30 11:37:00,2024-06-30 12:14:00,37,True,Severely Delayed,12+km,2+ years,₹600+
ORD_000593,2024-01-12 19:44:00,Friday,19,False,True,1,REST_0111,Borivali West,South indian,Bhayandar West,5.51,DEL_0166,Scooty,10,Light rains,433.15,26,46,63,2024-01-12 20:30:00,2024-01-12 20:47:00,17,True,Moderately Delayed,5-8km,6-12 months,₹400-600
ORD_000594,2024-03-02 10:03:00,Saturday,10,True,False,3,REST_0003,Matunga,South indian,kandivali East,10.09,DEL_0036,Bicycle,40,Rainy,1489.84,21,56,70,2024-03-02 10:59:00,2024-03-02 11:13:00,14,True,Moderately Delayed,8-12km,2+ years,₹600+
ORD_000595,2024-02-04 21:21:00,Sunday,21,True,True,2,REST_0127,Borivali East,Street foodSea food,Worli,13.08,DEL_0240,Bicycle,56,Cloudy,316.73,21,66,93,2024-02-04 22:27:00,2024-02-04 22:54:00,27,True,Severely Delayed,12+km,2+ years,₹200-400
ORD_000596,2024-08-09 11:55:00,Friday,11,False,False,8,REST_0040,Andheri West,Street foodSea food,Vikhroli,3.23,DEL_0153,Bicycle,28,Rainy,443.25,23,35,34,2024-08-09 12:30:00,2024-08-09 12:29:00,-1,False,On Time,3-5km,2+ years,₹400-600
ORD_000597,2024-08-20 21:27:00,Tuesday,21,False,True,8,REST_0098,Vile Parle West,Italian,Worli,5.55,DEL_0222,Scooty,2,Rainy,426.11,18,38,61,2024-08-20 22:05:00,2024-08-20 22:28:00,23,True,Severely Delayed,5-8km,0-6 months,₹400-600
ORD_000598,2024-11-14 17:04:00,Thursday,17,False,False,11,REST_0020,Vile Parle East,Asian,Worli,10.96,DEL_0226,Bike,27,Light rains,804.43,20,58,67,2024-11-14 18:02:00,2024-11-14 18:11:00,9,True,Slightly Delayed,8-12km,2+ years,₹600+
ORD_000599,2024-01-15 18:45:00,Monday,18,False,False,1,REST_0074,Matunga,Italian,Kurla East,3.76,DEL_0289,Scooty,30,Light rains,569.59,15,28,31,2024-01-15 19:13:00,2024-01-15 19:16:00,3,True,Slightly Delayed,3-5km,2+ years,₹400-600
ORD_000600,2024-05-17 18:43:00,Friday,18,False,False,5,REST_0054,Lower Parel,Japanese,kandivali West,11.22,DEL_0249,Bike,15,Clear,482.84,15,53,60,2024-05-17 19:36:00,2024-05-17 19:43:00,7,True,Slightly Delayed,8-12km,1-2 years,₹400-600
ORD_000601,2024-12-29 11:34:00,Sunday,11,True,False,12,REST_0148,Marine lines,Lebanese,Versova,9.92,DEL_0187,Scooty,15,Cloudy,1213.72,21,55,57,2024-12-29 12:29:00,2024-12-29 12:31:00,2,True,Slightly Delayed,8-12km,1-2 years,₹600+
ORD_000602,2024-01-13 12:05:00,Saturday,12,True,True,1,REST_0120,Juhu,Street foodSea food,Dadar West,6.41,DEL_0141,Scooty,34,Heavy rains,275.24,29,53,83,2024-01-13 12:58:00,2024-01-13 13:28:00,30,True,Severely Delayed,5-8km,2+ years,₹200-400
ORD_000603,2024-06-02 20:40:00,Sunday,20,True,True,6,REST_0112,Borivali East,Chinese,Malad West,5.48,DEL_0066,Bike,22,Cloudy,354.47,18,37,39,2024-06-02 21:17:00,2024-06-02 21:19:00,2,True,Slightly Delayed,5-8km,1-2 years,₹200-400
ORD_000604,2024-07-14 21:05:00,Sunday,21,True,True,7,REST_0113,Vile Parle West,Korean,Lower Parel,7.26,DEL_0082,Bicycle,33,Clear,245.52,22,48,69,2024-07-14 21:53:00,2024-07-14 22:14:00,21,True,Severely Delayed,5-8km,2+ years,₹200-400
ORD_000605,2024-10-30 14:00:00,Wednesday,14,False,False,10,REST_0089,Malad East,Japanese,Dadar East,10.99,DEL_0272,Bicycle,22,Light rains,1189.95,24,62,87,2024-10-30 15:02:00,2024-10-30 15:27:00,25,True,Severely Delayed,8-12km,1-2 years,₹600+
ORD_000606,2024-07-01 19:10:00,Monday,19,False,True,7,REST_0010,Vikhroli,Street foodSea food,Bandra East,13.85,DEL_0007,Bicycle,25,Cloudy,797.03,27,75,115,2024-07-01 20:25:00,2024-07-01 21:05:00,40,True,Severely Delayed,12+km,2+ years,₹600+
ORD_000607,2024-11-15 19:30:00,Friday,19,False,True,11,REST_0074,Matunga,Italian,Ghatkopar West,8.08,DEL_0012,Bicycle,33,Clear,962.6,15,43,70,2024-11-15 20:13:00,2024-11-15 20:40:00,27,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_000608,2024-10-09 19:47:00,Wednesday,19,False,True,10,REST_0056,Andheri East,Italian,Borivali West,3.07,DEL_0144,Bike,11,Clear,1429.46,23,35,43,2024-10-09 20:22:00,2024-10-09 20:30:00,8,True,Slightly Delayed,3-5km,6-12 months,₹600+
ORD_000609,2024-02-12 17:00:00,Monday,17,False,False,2,REST_0123,Mulund East,South indian,Andheri East,9.1,DEL_0275,Scooty,57,Light rains,351.3,27,59,69,2024-02-12 17:59:00,2024-02-12 18:09:00,10,True,Slightly Delayed,8-12km,2+ years,₹200-400
ORD_000610,2024-08-30 19:08:00,Friday,19,False,True,8,REST_0040,Andheri West,Street foodSea food,Vile Parle West,10.8,DEL_0087,Scooty,54,Heavy rains,1083.35,23,60,127,2024-08-30 20:08:00,2024-08-30 21:15:00,67,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_000611,2024-01-19 20:12:00,Friday,20,False,True,1,REST_0091,Bandra West,Tibetan,kandivali West,4.55,DEL_0138,Bike,2,Rainy,630.63,15,31,52,2024-01-19 20:43:00,2024-01-19 21:04:00,21,True,Severely Delayed,3-5km,0-6 months,₹600+
ORD_000612,2024-05-08 22:13:00,Wednesday,22,False,False,5,REST_0029,Borivali East,Italian,Dadar East,10.1,DEL_0260,Bicycle,20,Cloudy,533.76,17,52,72,2024-05-08 23:05:00,2024-05-08 23:25:00,20,True,Moderately Delayed,8-12km,1-2 years,₹400-600
ORD_000613,2024-11-30 12:25:00,Saturday,12,True,True,11,REST_0108,Lower Parel,Beverages,Bhayandar East,14.2,DEL_0077,Bicycle,21,Light rains,590.73,21,69,99,2024-11-30 13:34:00,2024-11-30 14:04:00,30,True,Severely Delayed,12+km,1-2 years,₹400-600
ORD_000614,2024-01-09 18:36:00,Tuesday,18,False,False,1,REST_0111,Borivali West,South indian,Malad West,7.87,DEL_0232,Scooty,54,Cloudy,446.2,26,54,49,2024-01-09 19:30:00,2024-01-09 19:25:00,-5,False,On Time,5-8km,2+ years,₹400-600
ORD_000615,2024-01-11 19:19:00,Thursday,19,False,True,1,REST_0150,Powai,North indian,kandivali East,4.79,DEL_0001,Bicycle,8,Cloudy,475.28,22,40,39,2024-01-11 19:59:00,2024-01-11 19:58:00,-1,False,On Time,3-5km,6-12 months,₹400-600
ORD_000616,2024-04-23 22:09:00,Tuesday,22,False,False,4,REST_0126,kandivali East,North indian,Worli,11.19,DEL_0063,Bike,3,Cloudy,569.47,29,68,73,2024-04-23 23:17:00,2024-04-23 23:22:00,5,True,Slightly Delayed,8-12km,0-6 months,₹400-600
ORD_000617,2024-10-22 17:12:00,Tuesday,17,False,False,10,REST_0013,Vikhroli,South indian,Bandra East,13.12,DEL_0257,Bicycle,54,Light rains,644.73,25,70,89,2024-10-22 18:22:00,2024-10-22 18:41:00,19,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_000618,2024-05-22 19:28:00,Wednesday,19,False,True,5,REST_0013,Vikhroli,South indian,Ghatkopar West,13.13,DEL_0291,Bike,33,Cloudy,364.51,25,70,89,2024-05-22 20:38:00,2024-05-22 20:57:00,19,True,Moderately Delayed,12+km,2+ years,₹200-400
ORD_000619,2024-12-15 13:08:00,Sunday,13,True,True,12,REST_0122,Kalyan East,Mughlai,Powai,12.37,DEL_0200,Bicycle,15,Cloudy,745.59,27,70,94,2024-12-15 14:18:00,2024-12-15 14:42:00,24,True,Severely Delayed,12+km,1-2 years,₹600+
ORD_000620,2024-06-19 21:14:00,Wednesday,21,False,True,6,REST_0026,Vikhroli,Italian,kandivali East,13.64,DEL_0110,Scooty,42,Clear,1427.27,15,61,71,2024-06-19 22:15:00,2024-06-19 22:25:00,10,True,Slightly Delayed,12+km,2+ years,₹600+
ORD_000621,2024-08-13 19:54:00,Tuesday,19,False,True,8,REST_0056,Andheri East,Italian,Bandra East,4.4,DEL_0132,Bike,48,Clear,925.87,23,39,38,2024-08-13 20:33:00,2024-08-13 20:32:00,-1,False,On Time,3-5km,2+ years,₹600+
ORD_000622,2024-10-01 12:11:00,Tuesday,12,False,True,10,REST_0105,Borivali East,Tibetan,Andheri East,11.36,DEL_0039,Scooty,19,Cloudy,413.75,17,56,81,2024-10-01 13:07:00,2024-10-01 13:32:00,25,True,Severely Delayed,8-12km,1-2 years,₹400-600
ORD_000623,2024-12-17 01:06:00,Tuesday,1,False,False,12,REST_0141,Mulund West,Tibetan,Mulund East,14.46,DEL_0138,Bike,2,Heavy rains,262.17,24,74,124,2024-12-17 02:20:00,2024-12-17 03:10:00,50,True,Severely Delayed,12+km,0-6 months,₹200-400
ORD_000624,2024-06-20 10:37:00,Thursday,10,False,False,6,REST_0011,kandivali West,South indian,Goregaon West,14.98,DEL_0291,Bike,33,Light rains,450.2,18,69,82,2024-06-20 11:46:00,2024-06-20 11:59:00,13,True,Moderately Delayed,12+km,2+ years,₹400-600
ORD_000625,2024-06-28 21:07:00,Friday,21,False,True,6,REST_0061,CSMT,Beverages,Powai,10.76,DEL_0273,Scooty,47,Cloudy,1416.38,21,58,80,2024-06-28 22:05:00,2024-06-28 22:27:00,22,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_000626,2024-01-04 20:35:00,Thursday,20,False,True,1,REST_0134,Vile Parle East,Desserts,Goregaon West,10.73,DEL_0059,Scooty,58,Cloudy,1216.08,23,60,66,2024-01-04 21:35:00,2024-01-04 21:41:00,6,True,Slightly Delayed,8-12km,2+ years,₹600+
ORD_000627,2024-09-07 09:43:00,Saturday,9,True,False,9,REST_0137,Kalyan East,Beverages,Malad East,7.35,DEL_0130,Scooty,50,Rainy,226.96,27,53,54,2024-09-07 10:36:00,2024-09-07 10:37:00,1,True,Slightly Delayed,5-8km,2+ years,₹200-400
ORD_000628,2024-05-18 10:14:00,Saturday,10,True,False,5,REST_0111,Borivali West,South indian,Versova,10.4,DEL_0178,Scooty,50,Heavy rains,873.65,26,62,85,2024-05-18 11:16:00,2024-05-18 11:39:00,23,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_000629,2024-06-08 23:26:00,Saturday,23,True,False,6,REST_0051,Colaba,Italian,Malad East,14.57,DEL_0179,Bike,1,Clear,530.94,15,64,76,2024-06-09 00:30:00,2024-06-09 00:42:00,12,True,Moderately Delayed,12+km,0-6 months,₹400-600
ORD_000630,2024-04-09 10:57:00,Tuesday,10,False,False,4,REST_0016,Bhayandar East,Street foodSea food,Vile Parle West,9.55,DEL_0067,Bike,41,Light rains,362.49,18,51,69,2024-04-09 11:48:00,2024-04-09 12:06:00,18,True,Moderately Delayed,8-12km,2+ years,₹200-400
ORD_000631,2024-04-03 14:28:00,Wednesday,14,False,False,4,REST_0093,Marine lines,North indian,Bandra East,3.54,DEL_0226,Bike,27,Light rains,1107.78,18,31,27,2024-04-03 14:59:00,2024-04-03 14:55:00,-4,False,On Time,3-5km,2+ years,₹600+
ORD_000632,2024-05-10 16:07:00,Friday,16,False,False,5,REST_0072,Worli,Desserts,Bhayandar West,5.78,DEL_0182,Scooty,23,Heavy rains,371.35,20,41,63,2024-05-10 16:48:00,2024-05-10 17:10:00,22,True,Severely Delayed,5-8km,1-2 years,₹200-400
ORD_000633,2024-09-09 20:45:00,Monday,20,False,True,9,REST_0034,Goregaon East,Asian,Kurla East,9.55,DEL_0067,Bike,41,Clear,1437.92,26,60,79,2024-09-09 21:45:00,2024-09-09 22:04:00,19,True,Moderately Delayed,8-12km,2+ years,₹600+
ORD_000634,2024-11-16 18:46:00,Saturday,18,True,False,11,REST_0060,Andheri East,Korean,Colaba,8.39,DEL_0116,Bicycle,50,Cloudy,368.68,28,58,66,2024-11-16 19:44:00,2024-11-16 19:52:00,8,True,Slightly Delayed,8-12km,2+ years,₹200-400
ORD_000635,2024-03-09 22:03:00,Saturday,22,True,False,3,REST_0106,Dadar East,Beverages,Goregaon West,5.5,DEL_0291,Bike,33,Cloudy,459.7,15,34,38,2024-03-09 22:37:00,2024-03-09 22:41:00,4,True,Slightly Delayed,5-8km,2+ years,₹400-600
ORD_000636,2024-06-03 13:49:00,Monday,13,False,True,6,REST_0079,Vile Parle West,Chinese,Bhayandar East,4.71,DEL_0259,Bicycle,43,Rainy,1364.58,29,47,57,2024-06-03 14:36:00,2024-06-03 14:46:00,10,True,Slightly Delayed,3-5km,2+ years,₹600+
ORD_000637,2024-07-29 11:12:00,Monday,11,False,False,7,REST_0142,Goregaon East,American,Ghatkopar East,9.58,DEL_0247,Bike,25,Rainy,218.35,29,63,52,2024-07-29 12:15:00,2024-07-29 12:04:00,-11,False,On Time,8-12km,2+ years,₹200-400
ORD_000638,2024-04-06 13:21:00,Saturday,13,True,True,4,REST_0050,Malad West,South indian,Kurla West,14.14,DEL_0209,Bicycle,44,Cloudy,534.07,17,65,92,2024-04-06 14:26:00,2024-04-06 14:53:00,27,True,Severely Delayed,12+km,2+ years,₹400-600
ORD_000639,2024-06-13 20:07:00,Thursday,20,False,True,6,REST_0100,Andheri East,Mughlai,Bhayandar West,9.47,DEL_0125,Bicycle,6,Clear,645.67,18,51,80,2024-06-13 20:58:00,2024-06-13 21:27:00,29,True,Severely Delayed,8-12km,0-6 months,₹600+
ORD_000640,2024-06-13 11:10:00,Thursday,11,False,False,6,REST_0086,Marine lines,Street foodSea food,Marine lines,1.688202669,DEL_0271,Bicycle,9,Rainy,1329.24,20,27,21,2024-06-13 11:37:00,2024-06-13 11:31:00,-6,False,On Time,0-3km,6-12 months,₹600+
ORD_000641,2024-09-08 20:37:00,Sunday,20,True,True,9,REST_0150,Powai,North indian,kandivali West,5.82,DEL_0135,Bicycle,21,Light rains,780.48,22,43,65,2024-09-08 21:20:00,2024-09-08 21:42:00,22,True,Severely Delayed,5-8km,1-2 years,₹600+
ORD_000642,2024-02-25 13:26:00,Sunday,13,True,True,2,REST_0043,Goregaon East,Asian,Ghatkopar East,8.8,DEL_0166,Scooty,10,Cloudy,335.08,15,45,62,2024-02-25 14:11:00,2024-02-25 14:28:00,17,True,Moderately Delayed,8-12km,6-12 months,₹200-400
ORD_000643,2024-01-18 18:06:00,Thursday,18,False,False,1,REST_0055,Dadar West,Korean,Vile Parle West,6.29,DEL_0079,Bike,23,Cloudy,937.05,25,48,63,2024-01-18 18:54:00,2024-01-18 19:09:00,15,True,Moderately Delayed,5-8km,1-2 years,₹600+
ORD_000644,2024-05-31 18:29:00,Friday,18,False,False,5,REST_0129,Jogeshwari,Desserts,Versova,7.7,DEL_0031,Bicycle,38,Cloudy,1026.12,25,52,61,2024-05-31 19:21:00,2024-05-31 19:30:00,9,True,Slightly Delayed,5-8km,2+ years,₹600+
ORD_000645,2024-02-28 08:43:00,Wednesday,8,False,False,2,REST_0004,Mulund East,American,Bandra East,9.2,DEL_0228,Scooty,36,Light rains,1016.61,19,51,58,2024-02-28 09:34:00,2024-02-28 09:41:00,7,True,Slightly Delayed,8-12km,2+ years,₹600+
ORD_000646,2024-09-09 13:06:00,Monday,13,False,True,9,REST_0107,Versova,Italian,Goregaon East,9.64,DEL_0157,Scooty,52,Light rains,977.07,18,51,69,2024-09-09 13:57:00,2024-09-09 14:15:00,18,True,Moderately Delayed,8-12km,2+ years,₹600+
ORD_000647,2024-11-01 21:29:00,Friday,21,False,True,11,REST_0035,kandivali East,Mughlai,Worli,3.57,DEL_0184,Bicycle,53,Light rains,970.7,29,43,41,2024-11-01 22:12:00,2024-11-01 22:10:00,-2,False,On Time,3-5km,2+ years,₹600+
ORD_000648,2024-07-30 10:36:00,Tuesday,10,False,False,7,REST_0083,Vikhroli,Beverages,Bhayandar East,14.99,DEL_0268,Bicycle,38,Rainy,227.67,26,78,86,2024-07-30 11:54:00,2024-07-30 12:02:00,8,True,Slightly Delayed,12+km,2+ years,₹200-400
ORD_000649,2024-02-25 12:34:00,Sunday,12,True,True,2,REST_0063,Dadar West,Fast food,Andheri West,4.24,DEL_0131,Bicycle,55,Cloudy,421.43,25,41,45,2024-02-25 13:15:00,2024-02-25 13:19:00,4,True,Slightly Delayed,3-5km,2+ years,₹400-600
ORD_000650,2024-06-02 15:02:00,Sunday,15,True,False,6,REST_0146,Matunga,Tibetan,Vile Parle West,3.24,DEL_0064,Bike,58,Clear,518.72,22,34,34,2024-06-02 15:36:00,2024-06-02 15:36:00,0,False,On Time,3-5km,2+ years,₹400-600
ORD_000651,2024-12-09 19:05:00,Monday,19,False,True,12,REST_0067,Dadar East,Japanese,Juhu,12.14,DEL_0183,Scooty,29,Cloudy,569.09,25,67,90,2024-12-09 20:12:00,2024-12-09 20:35:00,23,True,Severely Delayed,12+km,2+ years,₹400-600
ORD_000652,2024-06-01 12:19:00,Saturday,12,True,True,6,REST_0015,Juhu,Italian,Matunga,12.13,DEL_0064,Bike,58,Rainy,361.87,27,69,79,2024-06-01 13:28:00,2024-06-01 13:38:00,10,True,Slightly Delayed,12+km,2+ years,₹200-400
ORD_000653,2024-09-17 17:23:00,Tuesday,17,False,False,9,REST_0079,Vile Parle West,Chinese,Juhu,6.31,DEL_0073,Bike,4,Light rains,1200.31,29,52,61,2024-09-17 18:15:00,2024-09-17 18:24:00,9,True,Slightly Delayed,5-8km,0-6 months,₹600+
ORD_000654,2024-08-30 22:48:00,Friday,22,False,False,8,REST_0123,Mulund East,South indian,Vile Parle West,8.51,DEL_0232,Scooty,54,Clear,373.58,27,57,51,2024-08-30 23:45:00,2024-08-30 23:39:00,-6,False,On Time,8-12km,2+ years,₹200-400
ORD_000655,2024-09-22 21:05:00,Sunday,21,True,True,9,REST_0030,Kalyan East,Asian,Dadar East,3.85,DEL_0161,Bicycle,17,Clear,1485.94,22,36,44,2024-09-22 21:41:00,2024-09-22 21:49:00,8,True,Slightly Delayed,3-5km,1-2 years,₹600+
ORD_000656,2024-05-15 21:16:00,Wednesday,21,False,True,5,REST_0117,Bandra East,Thai,Khar West,12.41,DEL_0145,Bicycle,40,Rainy,419.58,21,64,105,2024-05-15 22:20:00,2024-05-15 23:01:00,41,True,Severely Delayed,12+km,2+ years,₹400-600
ORD_000657,2024-09-29 08:06:00,Sunday,8,True,False,9,REST_0070,Goregaon East,Italian,Ghatkopar East,14.49,DEL_0211,Scooty,43,Clear,1366.08,19,68,54,2024-09-29 09:14:00,2024-09-29 09:00:00,-14,False,On Time,12+km,2+ years,₹600+
ORD_000658,2024-03-14 13:38:00,Thursday,13,False,True,3,REST_0150,Powai,North indian,Kurla East,4.73,DEL_0280,Bicycle,51,Heavy rains,355.36,22,39,73,2024-03-14 14:17:00,2024-03-14 14:51:00,34,True,Severely Delayed,3-5km,2+ years,₹200-400
ORD_000659,2024-12-31 09:14:00,Tuesday,9,False,False,12,REST_0127,Borivali East,Street foodSea food,Mulund West,3.95,DEL_0096,Scooty,46,Rainy,1319.2,21,36,33,2024-12-31 09:50:00,2024-12-31 09:47:00,-3,False,On Time,3-5km,2+ years,₹600+
ORD_000660,2024-01-11 13:17:00,Thursday,13,False,True,1,REST_0097,Bhayandar East,American,Borivali West,7.0,DEL_0089,Bike,45,Rainy,554.98,17,41,45,2024-01-11 13:58:00,2024-01-11 14:02:00,4,True,Slightly Delayed,5-8km,2+ years,₹400-600
ORD_000661,2024-06-02 19:44:00,Sunday,19,True,True,6,REST_0112,Borivali East,Chinese,Marine lines,4.71,DEL_0042,Bike,20,Clear,736.29,18,35,45,2024-06-02 20:19:00,2024-06-02 20:29:00,10,True,Slightly Delayed,3-5km,1-2 years,₹600+
ORD_000662,2024-09-03 12:24:00,Tuesday,12,False,True,9,REST_0074,Matunga,Italian,Dadar East,7.91,DEL_0115,Scooty,23,Rainy,1346.98,15,42,45,2024-09-03 13:06:00,2024-09-03 13:09:00,3,True,Slightly Delayed,5-8km,1-2 years,₹600+
