order_id,order_datetime,day_of_week,hour_of_day,is_weekend,is_peak_hour,month,restaurant_id,restaurant_locality,cuisine_type,delivery_locality,distance_km,partner_id,vehicle_type,partner_experience_months,weather_condition,order_value_inr,estimated_prep_time_min,estimated_delivery_time_min,actual_delivery_time_min,estimated_delivery_datetime,actual_delivery_datetime,delay_minutes,is_delayed,delay_category
ORD_000827,31-07-2024 19:35,Wednesday,19,FALSE,TRUE,7,REST_0149,Juhu,North indian,Bhayandar West,9.15,DEL_0115,Scooty,23,Rainy,1035.05,28,60,70,31-07-2024 20:35,31-07-2024 20:45,10,TRUE,Slightly Delayed
ORD_000828,14-01-2024 20:41,Sunday,20,TRUE,TRUE,1,REST_0146,Matunga,Tibetan,Goregaon East,7.99,DEL_0064,Bike,58,Cloudy,950.37,22,50,53,14-01-2024 21:31,14-01-2024 21:34,3,TRUE,Slightly Delayed
ORD_000829,08-09-2024 10:46,Sunday,10,TRUE,FALSE,9,REST_0018,Mulund West,Beverages,Goregaon West,7.73,DEL_0195,Bicycle,25,Clear,290.79,20,47,59,08-09-2024 11:33,08-09-2024 11:45,12,TRUE,Moderately Delayed
ORD_000830,02-06-2024 11:11,Sunday,11,TRUE,FALSE,6,REST_0104,Matunga,Thai,Kurla West,4.1,DEL_0200,Bicycle,15,Clear,802.3,19,34,30,02-06-2024 11:45,02-06-2024 11:41,-4,FALSE,On Time
ORD_000831,14-11-2024 12:02,Thursday,12,FALSE,TRUE,11,REST_0150,Powai,North indian,Marine lines,9.44,DEL_0007,Bicycle,25,Light rains,1191.04,22,55,94,14-11-2024 12:57,14-11-2024 13:36,39,TRUE,Severely Delayed
ORD_000832,09-10-2024 17:14,Wednesday,17,FALSE,FALSE,10,REST_0114,Mulund East,Fast food,Jogeshwari,6.92,DEL_0068,Scooty,26,Cloudy,368.39,28,53,44,09-10-2024 18:07,09-10-2024 17:58,-9,FALSE,On Time
ORD_000833,10-09-2024 08:06,Tuesday,8,FALSE,FALSE,9,REST_0043,Goregaon East,Asian,Bhayandar West,13.5,DEL_0024,Bicycle,51,Clear,233.61,15,61,65,10-09-2024 09:07,10-09-2024 09:11,4,TRUE,Slightly Delayed
ORD_000834,16-07-2024 19:57,Tuesday,19,FALSE,TRUE,7,REST_0047,Bandra East,Lebanese,Malad East,5.09,DEL_0048,Scooty,54,Rainy,691.98,19,37,35,16-07-2024 20:34,16-07-2024 20:32,-2,FALSE,On Time
ORD_000835,21-02-2024 10:51,Wednesday,10,FALSE,FALSE,2,REST_0108,Lower Parel,Beverages,Versova,11.81,DEL_0157,Scooty,52,Light rains,597.23,21,62,62,21-02-2024 11:53,21-02-2024 11:53,0,FALSE,On Time
ORD_000836,09-12-2024 17:31,Monday,17,FALSE,FALSE,12,REST_0116,Malad East,Beverages,Vile Parle West,12.32,DEL_0069,Bike,48,Cloudy,1267.15,20,62,62,09-12-2024 18:33,09-12-2024 18:33,0,FALSE,On Time
ORD_000837,15-11-2024 13:46,Friday,13,FALSE,TRUE,11,REST_0059,Juhu,Korean,Bandra East,5.94,DEL_0225,Scooty,12,Heavy rains,1167.78,28,50,102,15-11-2024 14:36,15-11-2024 15:28,52,TRUE,Severely Delayed
ORD_000838,28-01-2024 11:47,Sunday,11,TRUE,FALSE,1,REST_0050,Malad West,South indian,Versova,10.76,DEL_0274,Bike,19,Light rains,585.06,17,54,65,28-01-2024 12:41,28-01-2024 12:52,11,TRUE,Moderately Delayed
ORD_000839,02-01-2024 20:16,Tuesday,20,FALSE,TRUE,1,REST_0147,Bandra East,Thai,Dadar East,6.6,DEL_0216,Scooty,16,Cloudy,1439.74,27,51,71,02-01-2024 21:07,02-01-2024 21:27,20,TRUE,Moderately Delayed
ORD_000840,30-11-2024 21:49,Saturday,21,TRUE,TRUE,11,REST_0050,Malad West,South indian,Ghatkopar West,14.34,DEL_0004,Bike,7,Light rains,889.35,17,66,106,30-11-2024 22:55,30-11-2024 23:35,40,TRUE,Severely Delayed
ORD_000841,05-01-2024 20:49,Friday,20,FALSE,TRUE,1,REST_0021,Bandra West,Lebanese,Andheri East,13.92,DEL_0035,Scooty,47,Heavy rains,627.31,26,74,188,05-01-2024 22:03,05-01-2024 23:57,114,TRUE,Severely Delayed
ORD_000842,15-12-2024 17:24,Sunday,17,TRUE,FALSE,12,REST_0035,kandivali East,Mughlai,Lower Parel,7.03,DEL_0295,Bicycle,13,Rainy,1354.95,29,55,64,15-12-2024 18:19,15-12-2024 18:28,9,TRUE,Slightly Delayed
ORD_000843,24-04-2024 12:31,Wednesday,12,FALSE,TRUE,4,REST_0004,Mulund East,American,Malad East,7.88,DEL_0177,Scooty,32,Cloudy,205.58,19,46,51,24-04-2024 13:17,24-04-2024 13:22,5,TRUE,Slightly Delayed
ORD_000844,02-02-2024 21:28,Friday,21,FALSE,TRUE,2,REST_0041,Bhayandar East,South indian,kandivali East,5.9,DEL_0032,Bike,37,Cloudy,890.48,16,37,38,02-02-2024 22:05,02-02-2024 22:06,1,TRUE,Slightly Delayed
ORD_000845,25-12-2024 12:45,Wednesday,12,FALSE,TRUE,12,REST_0031,Andheri East,Asian,Bandra East,6.68,DEL_0102,Scooty,28,Cloudy,1493.14,23,47,49,25-12-2024 13:32,25-12-2024 13:34,2,TRUE,Slightly Delayed
ORD_000846,14-02-2024 10:14,Wednesday,10,FALSE,FALSE,2,REST_0082,Goregaon East,Italian,Andheri West,6.32,DEL_0173,Bicycle,13,Cloudy,866.45,22,45,62,14-02-2024 10:59,14-02-2024 11:16,17,TRUE,Moderately Delayed
ORD_000847,19-03-2024 11:30,Tuesday,11,FALSE,FALSE,3,REST_0120,Juhu,Street foodSea food,Ghatkopar East,12.59,DEL_0085,Bike,18,Heavy rains,707.03,29,73,119,19-03-2024 12:43,19-03-2024 13:29,46,TRUE,Severely Delayed
ORD_000848,30-12-2024 11:02,Monday,11,FALSE,FALSE,12,REST_0018,Mulund West,Beverages,Colaba,6.18,DEL_0020,Scooty,49,Light rains,1318.64,20,42,43,30-12-2024 11:44,30-12-2024 11:45,1,TRUE,Slightly Delayed
ORD_000849,17-08-2024 10:13,Saturday,10,TRUE,FALSE,8,REST_0137,Kalyan East,Beverages,Bandra West,13.98,DEL_0158,Bike,14,Cloudy,1160.89,27,75,75,17-08-2024 11:28,17-08-2024 11:28,0,FALSE,On Time
ORD_000850,17-06-2024 12:14,Monday,12,FALSE,TRUE,6,REST_0146,Matunga,Tibetan,Goregaon East,11.56,DEL_0201,Bike,28,Rainy,300.33,22,62,81,17-06-2024 13:16,17-06-2024 13:35,19,TRUE,Moderately Delayed
ORD_000851,08-12-2024 21:51,Sunday,21,TRUE,TRUE,12,REST_0064,Bandra West,Fast food,Vile Parle East,8.19,DEL_0017,Bike,17,Heavy rains,846.17,25,54,105,08-12-2024 22:45,08-12-2024 23:36,51,TRUE,Severely Delayed
ORD_000852,08-03-2024 18:12,Friday,18,FALSE,FALSE,3,REST_0079,Vile Parle West,Chinese,Colaba,11.32,DEL_0215,Bike,33,Rainy,1123.9,29,69,55,08-03-2024 19:21,08-03-2024 19:07,-14,FALSE,On Time
ORD_000853,15-04-2024 20:01,Monday,20,FALSE,TRUE,4,REST_0058,Dadar West,Desserts,Bandra East,13.04,DEL_0291,Bike,33,Light rains,1140.65,25,70,100,15-04-2024 21:11,15-04-2024 21:41,30,TRUE,Severely Delayed
ORD_000854,09-01-2024 16:39,Tuesday,16,FALSE,FALSE,1,REST_0050,Malad West,South indian,kandivali West,3.32,DEL_0222,Scooty,2,Cloudy,1131.34,17,29,37,09-01-2024 17:08,09-01-2024 17:16,8,TRUE,Slightly Delayed
ORD_000855,06-04-2024 19:21,Saturday,19,TRUE,TRUE,4,REST_0046,Kalyan West,Korean,CSMT,10.36,DEL_0064,Bike,58,Cloudy,769.73,25,61,72,06-04-2024 20:22,06-04-2024 20:33,11,TRUE,Moderately Delayed
ORD_000856,15-03-2024 17:21,Friday,17,FALSE,FALSE,3,REST_0101,Ghatkopar West,Korean,Vile Parle West,14.24,DEL_0261,Bike,29,Rainy,437.94,24,73,67,15-03-2024 18:34,15-03-2024 18:28,-6,FALSE,On Time
ORD_000857,02-03-2024 13:55,Saturday,13,TRUE,TRUE,3,REST_0079,Vile Parle West,Chinese,Colaba,5.28,DEL_0016,Scooty,9,Clear,1456.76,29,49,56,02-03-2024 14:44,02-03-2024 14:51,7,TRUE,Slightly Delayed
ORD_000858,31-05-2024 17:28,Friday,17,FALSE,FALSE,5,REST_0138,Bandra East,North indian,Ghatkopar West,4.37,DEL_0003,Scooty,9,Light rains,901.31,17,33,40,31-05-2024 18:01,31-05-2024 18:08,7,TRUE,Slightly Delayed
ORD_000859,18-02-2024 09:53,Sunday,9,TRUE,FALSE,2,REST_0067,Dadar East,Japanese,Borivali East,11.7,DEL_0201,Bike,28,Heavy rains,1172.09,25,66,107,18-02-2024 10:59,18-02-2024 11:40,41,TRUE,Severely Delayed
ORD_000860,21-03-2024 21:06,Thursday,21,FALSE,TRUE,3,REST_0072,Worli,Desserts,Colaba,7.21,DEL_0199,Scooty,27,Light rains,583.32,20,45,65,21-03-2024 21:51,21-03-2024 22:11,20,TRUE,Moderately Delayed
ORD_000861,20-06-2024 13:25,Thursday,13,FALSE,TRUE,6,REST_0014,Ghatkopar West,Chinese,Jogeshwari,7.78,DEL_0002,Bike,20,Clear,228.13,21,48,56,20-06-2024 14:13,20-06-2024 14:21,8,TRUE,Slightly Delayed
ORD_000862,23-02-2024 11:04,Friday,11,FALSE,FALSE,2,REST_0008,kandivali East,Asian,CSMT,9.42,DEL_0285,Scooty,29,Heavy rains,586.09,15,47,74,23-02-2024 11:51,23-02-2024 12:18,27,TRUE,Severely Delayed
ORD_000863,16-12-2024 20:04,Monday,20,FALSE,TRUE,12,REST_0137,Kalyan East,Beverages,Kalyan East,0.795346229,DEL_0137,Bicycle,32,Cloudy,1042.54,27,32,38,16-12-2024 20:36,16-12-2024 20:42,6,TRUE,Slightly Delayed
ORD_000864,16-11-2024 10:28,Saturday,10,TRUE,FALSE,11,REST_0052,Juhu,Thai,Ghatkopar East,14.97,DEL_0065,Bike,54,Cloudy,1274.51,21,72,59,16-11-2024 11:40,16-11-2024 11:27,-13,FALSE,On Time
ORD_000865,13-09-2024 12:16,Friday,12,FALSE,TRUE,9,REST_0145,Juhu,Chinese,Malad West,11.6,DEL_0114,Scooty,31,Clear,1417.82,15,54,62,13-09-2024 13:10,13-09-2024 13:18,8,TRUE,Slightly Delayed
ORD_000866,19-11-2024 19:54,Tuesday,19,FALSE,TRUE,11,REST_0087,Jogeshwari,Korean,Colaba,8.67,DEL_0051,Bike,14,Cloudy,724.28,21,51,54,19-11-2024 20:45,19-11-2024 20:48,3,TRUE,Slightly Delayed
ORD_000867,07-10-2024 15:33,Monday,15,FALSE,FALSE,10,REST_0038,Vikhroli,Mughlai,Malad West,9.5,DEL_0024,Bicycle,51,Heavy rains,407.22,20,53,98,07-10-2024 16:26,07-10-2024 17:11,45,TRUE,Severely Delayed
ORD_000868,04-06-2024 19:54,Tuesday,19,FALSE,TRUE,6,REST_0043,Goregaon East,Asian,Kalyan East,3.96,DEL_0249,Bike,15,Rainy,809.31,15,29,34,04-06-2024 20:23,04-06-2024 20:28,5,TRUE,Slightly Delayed
ORD_000869,18-01-2024 17:23,Thursday,17,FALSE,FALSE,1,REST_0135,Mulund West,Thai,Marine lines,8.95,DEL_0174,Bicycle,7,Cloudy,728.18,16,47,62,18-01-2024 18:10,18-01-2024 18:25,15,TRUE,Moderately Delayed
ORD_000870,23-02-2024 22:33,Friday,22,FALSE,FALSE,2,REST_0046,Kalyan West,Korean,Mulund West,8.56,DEL_0288,Bike,34,Clear,1092.21,25,55,60,23-02-2024 23:28,23-02-2024 23:33,5,TRUE,Slightly Delayed
ORD_000871,26-08-2024 16:03,Monday,16,FALSE,FALSE,8,REST_0087,Jogeshwari,Korean,Malad West,6.8,DEL_0227,Scooty,21,Heavy rains,300.46,21,45,78,26-08-2024 16:48,26-08-2024 17:21,33,TRUE,Severely Delayed
ORD_000872,24-03-2024 22:14,Sunday,22,TRUE,FALSE,3,REST_0064,Bandra West,Fast food,Bhayandar East,8.3,DEL_0151,Scooty,33,Cloudy,502.59,25,54,49,24-03-2024 23:08,24-03-2024 23:03,-5,FALSE,On Time
ORD_000873,25-06-2024 10:31,Tuesday,10,FALSE,FALSE,6,REST_0032,Bhayandar West,Mughlai,Powai,5.17,DEL_0031,Bicycle,38,Cloudy,709.03,15,33,44,25-06-2024 11:04,25-06-2024 11:15,11,TRUE,Moderately Delayed
ORD_000874,14-03-2024 21:44,Thursday,21,FALSE,TRUE,3,REST_0086,Marine lines,Street foodSea food,Khar West,5.89,DEL_0300,Bike,36,Rainy,221.38,20,41,46,14-03-2024 22:25,14-03-2024 22:30,5,TRUE,Slightly Delayed
ORD_000875,07-05-2024 10:22,Tuesday,10,FALSE,FALSE,5,REST_0035,kandivali East,Mughlai,Malad East,7.95,DEL_0133,Scooty,31,Light rains,1329.31,29,58,53,07-05-2024 11:20,07-05-2024 11:15,-5,FALSE,On Time
ORD_000876,19-12-2024 04:48,Thursday,4,FALSE,FALSE,12,REST_0065,Ghatkopar East,Lebanese,Dadar East,12.3,DEL_0245,Scooty,40,Cloudy,608.08,19,61,52,19-12-2024 05:49,19-12-2024 05:40,-9,FALSE,On Time
ORD_000877,19-02-2024 09:52,Monday,9,FALSE,FALSE,2,REST_0018,Mulund West,Beverages,CSMT,5.64,DEL_0237,Scooty,34,Cloudy,1456.65,20,40,41,19-02-2024 10:32,19-02-2024 10:33,1,TRUE,Slightly Delayed
ORD_000878,15-06-2024 12:17,Saturday,12,TRUE,TRUE,6,REST_0072,Worli,Desserts,kandivali West,9.77,DEL_0222,Scooty,2,Clear,741.87,20,54,62,15-06-2024 13:11,15-06-2024 13:19,8,TRUE,Slightly Delayed
ORD_000879,27-07-2024 19:01,Saturday,19,TRUE,TRUE,7,REST_0133,kandivali West,American,Borivali West,8.6,DEL_0118,Scooty,26,Rainy,1154.42,24,54,68,27-07-2024 19:55,27-07-2024 20:09,14,TRUE,Moderately Delayed
ORD_000880,03-09-2024 15:37,Tuesday,15,FALSE,FALSE,9,REST_0028,Vikhroli,Street foodSea food,Kurla East,14.39,DEL_0177,Scooty,32,Rainy,573.36,21,70,70,03-09-2024 16:47,03-09-2024 16:47,0,FALSE,On Time
ORD_000881,20-06-2024 21:45,Thursday,21,FALSE,TRUE,6,REST_0085,Malad West,Korean,kandivali West,5.88,DEL_0186,Bike,44,Clear,364.05,23,44,56,20-06-2024 22:29,20-06-2024 22:41,12,TRUE,Moderately Delayed
ORD_000882,09-09-2024 10:19,Monday,10,FALSE,FALSE,9,REST_0112,Borivali East,Chinese,Colaba,9.11,DEL_0188,Scooty,25,Rainy,873.44,18,49,42,09-09-2024 11:08,09-09-2024 11:01,-7,FALSE,On Time
ORD_000883,01-06-2024 02:19,Saturday,2,TRUE,FALSE,6,REST_0071,Ghatkopar East,Italian,Kalyan West,5.49,DEL_0274,Bike,19,Cloudy,342.02,23,43,44,01-06-2024 03:02,01-06-2024 03:03,1,TRUE,Slightly Delayed
ORD_000884,05-08-2024 22:40,Monday,22,FALSE,FALSE,8,REST_0060,Andheri East,Korean,Bhayandar East,11.15,DEL_0251,Bike,28,Light rains,1240.03,28,67,83,05-08-2024 23:47,06-08-2024 00:03,16,TRUE,Moderately Delayed
ORD_000885,17-01-2024 08:38,Wednesday,8,FALSE,FALSE,1,REST_0128,Dadar East,Continental,Kalyan West,8.43,DEL_0072,Bicycle,38,Cloudy,845.41,16,45,55,17-01-2024 09:23,17-01-2024 09:33,10,TRUE,Slightly Delayed
ORD_000886,01-10-2024 20:27,Tuesday,20,FALSE,TRUE,10,REST_0014,Ghatkopar West,Chinese,Versova,13.08,DEL_0255,Scooty,58,Cloudy,315.77,21,66,82,01-10-2024 21:33,01-10-2024 21:49,16,TRUE,Moderately Delayed
ORD_000887,13-09-2024 19:12,Friday,19,FALSE,TRUE,9,REST_0002,Andheri West,Korean,Matunga,6.29,DEL_0074,Bicycle,25,Rainy,962,28,51,68,13-09-2024 20:03,13-09-2024 20:20,17,TRUE,Moderately Delayed
ORD_000888,18-02-2024 13:53,Sunday,13,TRUE,TRUE,2,REST_0009,Marine lines,Asian,Worli,12.08,DEL_0244,Bicycle,24,Cloudy,962.7,16,57,100,18-02-2024 14:50,18-02-2024 15:33,43,TRUE,Severely Delayed
ORD_000889,18-01-2024 08:19,Thursday,8,FALSE,FALSE,1,REST_0121,Colaba,Korean,Matunga,3.58,DEL_0033,Scooty,22,Cloudy,807.79,28,42,34,18-01-2024 09:01,18-01-2024 08:53,-8,FALSE,On Time
ORD_000890,30-01-2024 19:45,Tuesday,19,FALSE,TRUE,1,REST_0032,Bhayandar West,Mughlai,Juhu,3.82,DEL_0201,Bike,28,Cloudy,231.22,15,29,53,30-01-2024 20:14,30-01-2024 20:38,24,TRUE,Severely Delayed
ORD_000891,24-08-2024 17:14,Saturday,17,TRUE,FALSE,8,REST_0099,Juhu,Lebanese,Dadar East,9.54,DEL_0012,Bicycle,33,Rainy,1158.11,18,51,50,24-08-2024 18:05,24-08-2024 18:04,-1,FALSE,On Time
ORD_000892,17-09-2024 20:46,Tuesday,20,FALSE,TRUE,9,REST_0139,Versova,Beverages,Goregaon East,8.02,DEL_0199,Scooty,27,Rainy,572.06,21,49,58,17-09-2024 21:35,17-09-2024 21:44,9,TRUE,Slightly Delayed
ORD_000893,19-10-2024 14:40,Saturday,14,TRUE,FALSE,10,REST_0139,Versova,Beverages,kandivali West,12.43,DEL_0196,Bike,27,Heavy rains,1334.32,21,64,97,19-10-2024 15:44,19-10-2024 16:17,33,TRUE,Severely Delayed
ORD_000894,07-05-2024 16:16,Tuesday,16,FALSE,FALSE,5,REST_0139,Versova,Beverages,Powai,12.97,DEL_0271,Bicycle,9,Light rains,1371.09,21,65,77,07-05-2024 17:21,07-05-2024 17:33,12,TRUE,Moderately Delayed
ORD_000895,05-06-2024 22:59,Wednesday,22,FALSE,FALSE,6,REST_0022,Goregaon East,Desserts,Ghatkopar East,13.88,DEL_0017,Bike,17,Cloudy,1033.09,21,68,67,06-06-2024 00:07,06-06-2024 00:06,-1,FALSE,On Time
ORD_000896,10-11-2024 18:25,Sunday,18,TRUE,FALSE,11,REST_0010,Vikhroli,Street foodSea food,Kalyan West,6.08,DEL_0205,Bicycle,48,Cloudy,831.54,27,49,59,10-11-2024 19:14,10-11-2024 19:24,10,TRUE,Slightly Delayed
ORD_000897,08-07-2024 05:23,Monday,5,FALSE,FALSE,7,REST_0149,Juhu,North indian,Ghatkopar West,3.19,DEL_0161,Bicycle,17,Clear,598.27,28,41,45,08-07-2024 06:04,08-07-2024 06:08,4,TRUE,Slightly Delayed
ORD_000898,26-03-2024 13:58,Tuesday,13,FALSE,TRUE,3,REST_0063,Dadar West,Fast food,Vikhroli,3.8,DEL_0141,Scooty,34,Light rains,1464.88,25,40,45,26-03-2024 14:38,26-03-2024 14:43,5,TRUE,Slightly Delayed
ORD_000899,11-12-2024 19:09,Wednesday,19,FALSE,TRUE,12,REST_0038,Vikhroli,Mughlai,Vile Parle West,5.95,DEL_0092,Bike,8,Rainy,983.76,20,41,46,11-12-2024 19:50,11-12-2024 19:55,5,TRUE,Slightly Delayed
ORD_000900,19-07-2024 10:38,Friday,10,FALSE,FALSE,7,REST_0005,Versova,Desserts,Khar West,8.21,DEL_0148,Scooty,1,Rainy,791.03,22,51,47,19-07-2024 11:29,19-07-2024 11:25,-4,FALSE,On Time
ORD_000901,01-06-2024 07:09,Saturday,7,TRUE,FALSE,6,REST_0033,Worli,Italian,Bandra West,9.55,DEL_0040,Bike,18,Cloudy,1124.45,21,54,49,01-06-2024 08:03,01-06-2024 07:58,-5,FALSE,On Time
ORD_000902,10-06-2024 13:27,Monday,13,FALSE,TRUE,6,REST_0111,Borivali West,South indian,Borivali West,0.506076578,DEL_0108,Scooty,43,Light rains,810.54,26,30,32,10-06-2024 13:57,10-06-2024 13:59,2,TRUE,Slightly Delayed
ORD_000903,14-01-2024 14:19,Sunday,14,TRUE,FALSE,1,REST_0006,Vile Parle East,Asian,Versova,11.67,DEL_0019,Bicycle,21,Light rains,1458.59,18,58,66,14-01-2024 15:17,14-01-2024 15:25,8,TRUE,Slightly Delayed
ORD_000904,21-04-2024 08:13,Sunday,8,TRUE,FALSE,4,REST_0016,Bhayandar East,Street foodSea food,Jogeshwari,7.25,DEL_0234,Scooty,58,Light rains,954.73,18,43,41,21-04-2024 08:56,21-04-2024 08:54,-2,FALSE,On Time
ORD_000905,04-11-2024 19:31,Monday,19,FALSE,TRUE,11,REST_0112,Borivali East,Chinese,Jogeshwari,8.44,DEL_0281,Scooty,11,Light rains,1307.75,18,47,68,04-11-2024 20:18,04-11-2024 20:39,21,TRUE,Severely Delayed
ORD_000906,31-03-2024 21:10,Sunday,21,TRUE,TRUE,3,REST_0038,Vikhroli,Mughlai,Jogeshwari,13.41,DEL_0117,Bike,55,Rainy,269.28,20,66,79,31-03-2024 22:16,31-03-2024 22:29,13,TRUE,Moderately Delayed
ORD_000907,23-11-2024 13:58,Saturday,13,TRUE,TRUE,11,REST_0148,Marine lines,Lebanese,Dadar West,10.36,DEL_0036,Bicycle,40,Cloudy,1053.98,21,57,76,23-11-2024 14:55,23-11-2024 15:14,19,TRUE,Moderately Delayed
ORD_000908,25-10-2024 18:53,Friday,18,FALSE,FALSE,10,REST_0120,Juhu,Street foodSea food,Mulund East,6.89,DEL_0276,Bicycle,20,Cloudy,1291.41,29,54,59,25-10-2024 19:47,25-10-2024 19:52,5,TRUE,Slightly Delayed
ORD_000909,26-05-2024 18:53,Sunday,18,TRUE,FALSE,5,REST_0025,Juhu,Mughlai,Kurla West,13.93,DEL_0030,Scooty,57,Cloudy,289.46,27,75,63,26-05-2024 20:08,26-05-2024 19:56,-12,FALSE,On Time
ORD_000910,09-10-2024 09:54,Wednesday,9,FALSE,FALSE,10,REST_0110,Worli,American,Versova,9.88,DEL_0062,Scooty,24,Cloudy,300.25,17,51,51,09-10-2024 10:45,09-10-2024 10:45,0,FALSE,On Time
ORD_000911,06-01-2024 12:02,Saturday,12,TRUE,TRUE,1,REST_0063,Dadar West,Fast food,Mulund East,6.5,DEL_0128,Bike,28,Cloudy,562.35,25,48,62,06-01-2024 12:50,06-01-2024 13:04,14,TRUE,Moderately Delayed
ORD_000912,20-07-2024 16:17,Saturday,16,TRUE,FALSE,7,REST_0052,Juhu,Thai,Malad East,10.51,DEL_0042,Bike,20,Cloudy,1182.21,21,57,46,20-07-2024 17:14,20-07-2024 17:03,-11,FALSE,On Time
ORD_000913,23-08-2024 08:24,Friday,8,FALSE,FALSE,8,REST_0009,Marine lines,Asian,Worli,11.28,DEL_0060,Scooty,17,Light rains,1408.75,16,54,59,23-08-2024 09:18,23-08-2024 09:23,5,TRUE,Slightly Delayed
ORD_000914,23-12-2024 19:34,Monday,19,FALSE,TRUE,12,REST_0064,Bandra West,Fast food,Ghatkopar West,12.54,DEL_0181,Scooty,39,Light rains,735.36,25,68,92,23-12-2024 20:42,23-12-2024 21:06,24,TRUE,Severely Delayed
ORD_000915,14-09-2024 05:30,Saturday,5,TRUE,FALSE,9,REST_0057,Mulund East,Street foodSea food,Kurla West,14.61,DEL_0133,Scooty,31,Rainy,1329.94,16,65,55,14-09-2024 06:35,14-09-2024 06:25,-10,FALSE,On Time
ORD_000916,28-02-2024 14:37,Wednesday,14,FALSE,FALSE,2,REST_0088,Mulund West,Tibetan,Matunga,6.29,DEL_0123,Bike,42,Heavy rains,349.44,23,46,64,28-02-2024 15:23,28-02-2024 15:41,18,TRUE,Moderately Delayed
ORD_000917,02-05-2024 11:08,Thursday,11,FALSE,FALSE,5,REST_0128,Dadar East,Continental,Kurla East,8.02,DEL_0190,Bike,27,Heavy rains,815.64,16,44,63,02-05-2024 11:52,02-05-2024 12:11,19,TRUE,Moderately Delayed
ORD_000918,06-02-2024 11:30,Tuesday,11,FALSE,FALSE,2,REST_0021,Bandra West,Lebanese,Malad West,12.39,DEL_0003,Scooty,9,Rainy,413.94,26,69,59,06-02-2024 12:39,06-02-2024 12:29,-10,FALSE,On Time
ORD_000919,19-12-2024 09:12,Thursday,9,FALSE,FALSE,12,REST_0045,kandivali East,Tibetan,Vile Parle East,6.83,DEL_0251,Bike,28,Cloudy,447.57,22,46,39,19-12-2024 09:58,19-12-2024 09:51,-7,FALSE,On Time
ORD_000920,04-02-2024 10:01,Sunday,10,TRUE,FALSE,2,REST_0017,Marine lines,Italian,kandivali West,10.3,DEL_0070,Bicycle,44,Cloudy,747.35,28,64,65,04-02-2024 11:05,04-02-2024 11:06,1,TRUE,Slightly Delayed
ORD_000921,04-11-2024 21:08,Monday,21,FALSE,TRUE,11,REST_0100,Andheri East,Mughlai,kandivali East,14.76,DEL_0169,Scooty,26,Light rains,1336,18,68,82,04-11-2024 22:16,04-11-2024 22:30,14,TRUE,Moderately Delayed
ORD_000922,14-02-2024 19:01,Wednesday,19,FALSE,TRUE,2,REST_0126,kandivali East,North indian,Ghatkopar East,11.12,DEL_0187,Scooty,15,Clear,311.04,29,68,94,14-02-2024 20:09,14-02-2024 20:35,26,TRUE,Severely Delayed
ORD_000923,23-01-2024 17:36,Tuesday,17,FALSE,FALSE,1,REST_0086,Marine lines,Street foodSea food,Juhu,11.25,DEL_0280,Bicycle,51,Clear,1282.62,20,59,63,23-01-2024 18:35,23-01-2024 18:39,4,TRUE,Slightly Delayed
ORD_000924,13-02-2024 12:33,Tuesday,12,FALSE,TRUE,2,REST_0007,Santacruz,Japanese,Kurla West,8.41,DEL_0130,Scooty,50,Cloudy,1412.16,19,48,54,13-02-2024 13:21,13-02-2024 13:27,6,TRUE,Slightly Delayed
ORD_000925,27-03-2024 09:26,Wednesday,9,FALSE,FALSE,3,REST_0126,kandivali East,North indian,Malad West,11.35,DEL_0052,Bike,11,Light rains,560.42,29,69,75,27-03-2024 10:35,27-03-2024 10:41,6,TRUE,Slightly Delayed
ORD_000926,23-01-2024 10:34,Tuesday,10,FALSE,FALSE,1,REST_0050,Malad West,South indian,Marine lines,7.92,DEL_0102,Scooty,28,Light rains,1484.48,17,44,55,23-01-2024 11:18,23-01-2024 11:29,11,TRUE,Moderately Delayed
ORD_000927,11-05-2024 18:38,Saturday,18,TRUE,FALSE,5,REST_0047,Bandra East,Lebanese,Ghatkopar East,8.13,DEL_0085,Bike,18,Heavy rains,328.12,19,47,75,11-05-2024 19:25,11-05-2024 19:53,28,TRUE,Severely Delayed
ORD_000928,18-02-2024 20:30,Sunday,20,TRUE,TRUE,2,REST_0080,Mulund East,Lebanese,Mulund East,0.790557081,DEL_0118,Scooty,26,Cloudy,1421.04,18,22,19,18-02-2024 20:52,18-02-2024 20:49,-3,FALSE,On Time
ORD_000929,09-10-2024 19:24,Wednesday,19,FALSE,TRUE,10,REST_0065,Ghatkopar East,Lebanese,Dadar East,9.45,DEL_0164,Bicycle,50,Light rains,676.96,19,52,71,09-10-2024 20:16,09-10-2024 20:35,19,TRUE,Moderately Delayed
ORD_000930,23-11-2024 20:19,Saturday,20,TRUE,TRUE,11,REST_0063,Dadar West,Fast food,kandivali East,12.92,DEL_0267,Scooty,44,Rainy,371.24,25,70,73,23-11-2024 21:29,23-11-2024 21:32,3,TRUE,Slightly Delayed
ORD_000931,25-11-2024 10:29,Monday,10,FALSE,FALSE,11,REST_0092,Goregaon East,Continental,Mulund East,14.02,DEL_0130,Scooty,50,Light rains,509.99,25,73,75,25-11-2024 11:42,25-11-2024 11:44,2,TRUE,Slightly Delayed
